PWS ID,PWS Name,PWS Type,Owner Type
CA2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),Community water system,Private
CA2710013,CWSC LAS LOMAS,Community water system,Private
CA2710019,CWSC OAK HILLS,Community water system,Private
CA3310021,JURUPA COMMUNITY SD,Community water system,Local government
CA2310001,"FORT BRAGG, CITY OF",Community water system,Local government
CA4310021,PURISSIMA HILLS WATER DISTRICT,Community water system,Local government
CA1000524,AUBERRY SEVENTH DAY ADVENTIST CHURCH,Transient non-community system,Private
CA2300515,MENDOCINO COAST BOTANICAL GARDENS,Transient non-community system,Private
CA3301183,ELIM FOOLISH PLEASURE,Transient non-community system,Private
CA2300516,NORCAL GASOLINE,Transient non-community system,Private
CA2300789,THE LAND,Transient non-community system,Private
CA4600086,SIERRA PINES RESORT,Transient non-community system,Private
CA1500424,LANDS OF PROMISE MWC,Community water system,Private
CA5304109,BURNT RANCH ESTATES,Community water system,Private
CA5500182,BUMBLEBEE TRACT IMP ASSOC,Transient non-community system,Private
CA2708852,FAITH AND FAMILY FARMS WS,Non-Transient non-community system,Private
CA4900553,PARK ROYAL MUTUAL WATER COMPANY,Community water system,Private
CA1010025,CITY OF PARLIER,Community water system,Local government
CA1910022,CALIF STATE POLYTECHNICAL UNIV - POMONA,Community water system,State government
CA1310013,SEELEY CWD,Community water system,Local government
CA0202513,SHAY CREEK HOA,Transient non-community system,Private
CA1200715,GREEN DIAMOND RESOURCE COMPANY - KORBEL,Community water system,Private
CA4000590,COUNTY OF MONTEREY-LAKE NACIMIENTO,Non-Transient non-community system,Private
CA3600371,CALIZONA RV PARK,Transient non-community system,Private
CA5500102,RED BARN,Transient non-community system,Private
CA4000777,"STRASBAUGH, INC",Non-Transient non-community system,Private
CA1500406,TRADEWIND WATER ASSOC.,Community water system,Private
CA3601171,ABRAHAM MAIDA WATER SYSTEM,Transient non-community system,Private
CA1503687,COSTAJO ARCO AMPM,Transient non-community system,Private
CA3610019,SAN BERNARDINO VALLEY WD,Community water system,Local government
CA4500093,RED HILL MOBILEHOME PARK,Community water system,Private
CA1502564,SIERRA MEADOWS,Community water system,Private
CA1700710,HIDDEN VALLEY FOOD MART,Transient non-community system,Private
CA3410302,BRANNAN ISLAND STATE REC. AREA,Transient non-community system,State government
CA4710012,HAPPY CAMP C.S.D.,Community water system,Local government
CA1700670,NARROWS FAMILY RESORT,Transient non-community system,Private
CA1510025,STALLION SPRINGS CSD,Community water system,Local government
CA4901265,SONOMA STATE U.-FAIRFIELD OSBORN PRES,Transient non-community system,State government
CA3710011,JACUMBA COMMUNITY SD,Community water system,Private
CA1700549,CORINTHIAN BAY MUTUAL WATER COMPANY,Community water system,Private
CA5610046,UNITED WTR CONS DIST,Community water system,Local government
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,Community water system,Private
CA3910800,DEUEL VOCATIONAL INSTITUTION,Community water system,State government
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,Community water system,Private
CA5800821,HERITAGE PARK,Community water system,Private
CA5610039,CHANNEL ISLANDS BEACH CSD,Community water system,Local government
CA1900937,USFS-PYRAMID LAKE S-14,Transient non-community system,Federal government
CA1910604,"DWR. VISTA DEL LAGO VISITOR CTR,VAQUERRO",Transient non-community system,State government
CA5403130,ELEANOR ROOSEVELT COMM LEARNING CTR,Non-Transient non-community system,Private
CA4000698,POZO SALOON,Transient non-community system,Private
CA3500571,SAN BENITO HIGH SCHOOL,Non-Transient non-community system,Local government
CA1907014,NORTH TRAILS MUTUAL WATER COMPANY,Community water system,Private
CA3610050,"UPLAND, CITY OF",Community water system,Local government
CA5403204,FOUR STAR FRUIT,Non-Transient non-community system,Private
CA4900739,DUNHAM SCHOOL,Non-Transient non-community system,Local government
CA3901478,MOOSE OUTDOOR SPORTSMAN CLUB,Transient non-community system,Private
CA3200509,CLIO PUBLIC UTILITY DISTRICT,Community water system,Local government
CA1910090,"MONROVIA-CITY, WATER DEPT.",Community water system,Local government
CA3901406,SOUTHWINDS CHURCH OF TRACY,Transient non-community system,Private
CA1800516,LITTLE VALLEY CSD,Community water system,Local government
CA0800647,REDWOOD MAINT. & OPER.,Non-Transient non-community system,Local government
CA4310300,CSP HENRY W. COE STATE PARK,Transient non-community system,State government
CA4300998,HENRY W COE STATE PARK - DOWDY RANCH,Transient non-community system,State government
CA2803907,MINER FAMILY WINERY,Non-Transient non-community system,Private
CA2000524,SKY ACRES MUTUAL WATER CORP,Community water system,Private
CA3901462,RIPON VFW POST 1051 WATER SYSTEM,Transient non-community system,Private
CA1700702,INNISFREE WATER COMPANY,Community water system,Private
CA3901164,SUBTERA WATER SYSTEM,Transient non-community system,Private
CA3210002,PLUMAS COUNTY FLOOD CONTROL,Community water system,Local government
CA1000609,AUBERRY LDS CHURCH,Transient non-community system,Private
CA2400234,LDS CHURCH ATWATER,Transient non-community system,Private
CA2210942,LDS CHURCH MARIPOSA,Transient non-community system,Private
CA2400327,LDS CHURCH MERCED,Transient non-community system,Private
CA2300952,REDWOOD DRIVE-IN,Transient non-community system,Private
CA4000831,CENTER OF EFFORT WINERY,Transient non-community system,Private
CA4400754,MONTE VISTA CHRISTIAN SCHOOL,Community water system,Private
CA2000866,AGRILAND FARMING,Non-Transient non-community system,Private
CA1502629,HEATH BRIMHALL P.O.A.,Community water system,Private
CA2000684,ELKS LODGE 2724,Transient non-community system,Private
CA1910146,"SANTA MONICA-CITY, WATER DIVISION",Community water system,Local government
CA2600576,BRIDGEPORT RESERVOIR MARINA AND CG,Transient non-community system,Public/Private
CA5200539,FRIENDLY ACRES MHP,Community water system,Private
CA4000224,PRECISION MUTUAL WATER COMPANY,Non-Transient non-community system,Private
CA4901220,LYTTON SPRINGS WINERY,Transient non-community system,Private
CA1400025,VALLEY VISTA MUTUAL WATER COMPANY,Community water system,Private
CA2300877,BLACKBIRD FARM,Transient non-community system,Private
CA4700577,BIG SPRINGS UNION ELEM. SCHOOL,Non-Transient non-community system,Local government
CA3310004,BOX SPRINGS MUTUAL WC,Community water system,Private
CA4910009,"SANTA ROSA, CITY OF",Community water system,Local government
CA3901315,GAF MATERIALS CO,Non-Transient non-community system,Private
CA3901369,BASALITE - TRACY,Non-Transient non-community system,Private
CA2300852,FETZER VINEYARDS,Non-Transient non-community system,Private
CA2000607,SPRING VALLEY SCHOOL,Non-Transient non-community system,Local government
CA2801076,CAYMUS VINEYARDS,Non-Transient non-community system,Private
CA1400047,MILLPOND RECREATION AREA,Transient non-community system,Local government
CA1400051,PLEASANT VALLEY CAMPGROUND,Transient non-community system,Local government
CA1400516,TABOOSE CREEK CAMPGROUND,Transient non-community system,Local government
CA1400049,DIAZ LAKE CAMPGROUND,Transient non-community system,Local government
CA1400096,TECOPA HOT SPRINGS PARK,Transient non-community system,Local government
CA5403001,LOWER SPRINGS WATER CO,Transient non-community system,Private
CA4901066,"FORT ROSS LODGE, LLC",Transient non-community system,Private
CA2700662,MURPHY HILL WS #01,Community water system,Private
CA3600453,APPLE VALLEY HORSEMAN CENTER,Transient non-community system,Local government
CA1000445,LINDA VISTA FARMS,Community water system,Private
CA3901422,ST MICHAELS WATER SYSTEM,Transient non-community system,Private
CA3900624,IL VINETO,Community water system,Private
CA3901082,ST JOSEPHS HOSPITAL,Non-Transient non-community system,Private
CA3901391,MCHENRY AVE RECREATION AREA,Transient non-community system,Federal government
CA3900831,ARBOR MOBILE HOME PARK WS,Community water system,Private
CA3710045,POSEIDON RESOURCES - CDP,Community water system,Private
CA5200626,REYNOLDS CONSUMER PRODUCTS  (RED BLUFF),Non-Transient non-community system,Private
CA5200616,RANCHO TEHAMA ASSOCIATION,Transient non-community system,Private
CA1910213,"TORRANCE-CITY, WATER DEPT.",Community water system,Local government
CA2800554,GENE NORRIS PLAZA,Transient non-community system,Private
CA5200559,ABBEY OF NEW CLAIRVAUX,Community water system,Private
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,Community water system,Private
CA3902182,GURDWARA GURMAT PARKASH MANTECA WS,Transient non-community system,Private
CA3901280,HORIZON CHRISTIAN FELLOWSHIP,Transient non-community system,Private
CA4500221,SHINGLETOWN PROFESSIONAL BLDG,Transient non-community system,Private
CA3901090,NORTH VALLEY SCHOOL PWS,Non-Transient non-community system,Private
CA3901477,TRACY MATRL RECVRY/SLD WASTE WS,Non-Transient non-community system,Private
CA2202036,AUTOCAMP-YOSEMITE,Transient non-community system,Private
CA2801022,MILAT WINERY,Transient non-community system,Private
CA1710016,KONOCTI HARBOR RESORT AND SPA,Non-Transient non-community system,Private
CA3901245,CALIFORNIA FRUIT PROCESSORS,Non-Transient non-community system,Private
CA4500193,VERDE VALE ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA2000785,VALLEY TEEN RANCH,Community water system,Private
CA3901086,PACIFIC BELL UE17L WATER SYSTEM,Non-Transient non-community system,Private
CA4000214,BARON CANYON MUTUAL WATER CO.,Community water system,Private
CA3901014,BANTA ELEMENTARY SCHOOL,Non-Transient non-community system,Local government
CA3901424,DURHAM FERRY COMMUNITY SCHOOL,Non-Transient non-community system,Local government
CA3710020,"SAN DIEGO, CITY OF",Community water system,Local government
CA3901253,WATERLOO GUN & BOCCE CLUB,Transient non-community system,Private
CA2300970,THE MADRONES,Transient non-community system,Private
CA4900905,MARK WEST MEADOWS MUTUAL WATER,Community water system,Private
CA5200255,CORNING RV PARK,Community water system,Private
CA3901439,TUSCAN WINERY VILLAGE,Transient non-community system,Private
CA1000171,CHINA PEAK MOUNTAIN RESORT,Transient non-community system,Private
CA2801041,SILVERADO VINEYARDS,Non-Transient non-community system,Private
CA2801006,CLOS DU VAL WINE CO.,Non-Transient non-community system,Private
CA3901368,OM SCOTT & SONS/HYPONEX CORP,Non-Transient non-community system,Private
CA4810036,NEW LIFE CHURCH,Transient non-community system,Private
CA4810020,HINES NURSERIES WINTERS NORTH,Non-Transient non-community system,Private
CA4810033,HINES NURSERY WINTERS SOUTH,Non-Transient non-community system,Private
CA3710001,CAL-AM WATER CORONADO,Community water system,Private
CA3901046,COUNTRYSIDE LIQUORS & GAS,Transient non-community system,Private
CA5610020,THOUSAND OAKS WATER DEPT,Community water system,Local government
CA5200611,RED BLUFF RECREATION AREA,Transient non-community system,Federal government
CA5200618,LAKE CALIFORNIA POA R.V. PARK,Transient non-community system,Private
CA3901305,CARMELO INDUSTRIAL PARK,Non-Transient non-community system,Private
CA3900719,MOKELUMNE MOBILE SENIOR PARK,Community water system,Private
CA1910073,"LOMITA-CITY, WATER DEPT.",Community water system,Local government
CA2801049,THE RANCH WINERY,Non-Transient non-community system,Private
CA0103041,TRAILER HAVEN MOBILE HOME PARK,Community water system,Private
CA2000536,HIGH SIERRA MEADOW MUTUAL WATER,Transient non-community system,Private
CA3600596,PONDEROSA PINES CHRISTIAN CAMP,Transient non-community system,Private
CA3410002,SCWA - ARDEN PARK VISTA,Community water system,Local government
CA1900817,CLEAR SKIES MOBILE HOME PARK,Community water system,Private
CA3410005,RANCHO MURIETA COMMUNITY SERVI,Community water system,Local government
CA5500364,CHRISTIAN BERETS CONF. CENTER,Transient non-community system,Private
CA4400763,BUENA VISTA MIGRANT CENTER,Community water system,Private
CA1503646,CHRISTIAN LIFE ASSEMBLY WATER SYSTEM,Transient non-community system,Private
CA4200579,ROSARIO PARK,Community water system,Private
CA4910014,"ROHNERT PARK, CITY OF",Community water system,Local government
CA3010017,LAGUNA BEACH COUNTY WD,Community water system,Local government
CA1010049,BIOLA COMMUNITY SERVICES DIST,Community water system,Local government
CA3601089,GEN AMERICAN TRANS CORP,Non-Transient non-community system,Private
CA2700691,PESANTE RD WS #06,Community water system,Private
CA4901193,SCHELLVILLE GRILL,Transient non-community system,Private
CA1910234,WALNUT VALLEY WATER DISTRICT,Community water system,Local government
CA1502757,SKI WEST VILLAGE WATER SYSTEM,Transient non-community system,Private
CA1300564,SALAMANDER TRAILER PARK,Transient non-community system,Private
CA2800543,CAPELL VALLEY ESTATES,Community water system,Private
CA1710011,BUCKINGHAM PARK WATER DISTRICT,Community water system,Local government
CA3901481,PNP STOCKTON #80,Non-Transient non-community system,Private
CA1502221,POND SCHOOL WATER SYSTEM,Non-Transient non-community system,Local government
CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,Community water system,Private
CA5200007,HOWELL'S LAKESIDE WATER CO.,Community water system,Local government
CA1200705,EMERALD FOREST,Transient non-community system,Private
CA1200706,TRINIDAD EXTENDED STAY RV,Community water system,Private
CA3901485,WESTGATE LANDING PARK WATER SYSTEM,Transient non-community system,Local government
CA3900511,SJC MICKE GROVE PARK,Non-Transient non-community system,Local government
CA3901284,SJC SPORTS COMPLEX,Transient non-community system,Local government
CA2800538,CARNEROS INN,Community water system,Private
CA3901433,KINGDOM HALL OF JEHOVAHS WITNESSES,Transient non-community system,Private
CA2000672,RIVER RANCH 14,Non-Transient non-community system,Private
CA4901077,SONOMA MOUNTAIN ZEN CENTER,Transient non-community system,Private
CA5200579,WILCOX OAKS GOLF CLUB,Transient non-community system,Private
CA3901441,LOVELACE TRANSFER STATION,Transient non-community system,Local government
CA3900837,LODI HOMES,Community water system,Private
CA3901258,AT&T CALIFORNIA - UER47,Non-Transient non-community system,Private
CA2701295,ESALEN INSTITUTE WS,Community water system,Private
CA4300543,WEST SAN MARTIN WATER WORKS INC,Community water system,Private
CA1210006,"FORTUNA, CITY OF",Community water system,Local government
CA3200171,SIERRA VALLEY RV PARK,Transient non-community system,Private
CA1510022,WEST KERN WATER DISTRICT,Community water system,Local government
CA4500153,SHASTA DISTRICT FAIR,Transient non-community system,State government
CA4800826,VACA-DIXON SUBSTATION,Non-Transient non-community system,Private
CA1910147,SATIVA WATER SYSTEM,Community water system,Local government
CA5400887,PARK INVESTMENTS WATER SYSTEM,Non-Transient non-community system,Private
