PWS ID,PWS Type,PWS Name,Owner Type
CA2702563,Transient non-community system,PONDEROSA CAMPGROUNDS WS,Federal government
CA4200939,Transient non-community system,COTTON WOOD WINERY,Private
CA2702396,Transient non-community system,RIVER RD WS #26,Private
CA2702354,Transient non-community system,PRIEST VALLEY STORE WS,Private
CA2702382,Transient non-community system,LA TAPATIA TAQUERIA WS,Private
CA2702641,Transient non-community system,CONUNDRUM WINERY WS,Private
CA2702475,Transient non-community system,FREE WILL BAPTIST CHURCH WS,Private
CA2702739,Transient non-community system,HOLMAN RANCH WS,Private
CA2702495,Transient non-community system,CHATEAU JULIEN WS,Private
CA1000584,Non-Transient non-community system,TRUE ORGANIC PRODUCTS,Private
CA2702562,Transient non-community system,PLASKETT CREEK CAMPGROUNDS WS,Federal government
CA2701446,Transient non-community system,LUCIA WS,Private
CA2900516,Transient non-community system,CAMP RUCKER LAKE,Federal government
CA2000227,Transient non-community system,A & J WATER,Public/Private
CA2000245,Transient non-community system,RIO MESA GOLF INC,Public/Private
CA2000259,Transient non-community system,QUICK SERVE CHEVRON,Public/Private
CA2000286,Transient non-community system,SPECIALTY CROP CO,Public/Private
CA2000294,Transient non-community system,FAMILY FOOD CENTER,Public/Private
CA1310005,Community water system,"HOLTVILLE, CITY OF",Local government
CA4200647,Non-Transient non-community system,COMMUNITY CHRISTIAN SCHOOL,Private
CA4200666,Transient non-community system,KINECTA FEDERAL CREDIT UNION,Private
CA4200684,Community water system,LINCOLNWOOD MUTUAL WATER,Private
CA4200693,Community water system,ELLWOOD MUTUAL WATER CO.,Private
CA5610017,Community water system,VENTURA WATER DEPARTMENT,Local government
CA4900634,Community water system,HUCKLEBERRY MUTUAL WATER COMPANY,Private
CA4900639,Community water system,REDWOOD HEIGHTS MUTUAL WATER COMPANY,Private
CA1600303,Non-Transient non-community system,KEENAN FARMS INC.,Private
CA1000439,Transient non-community system,SOMMERVILLE ALMOND TREE OWNERS ASSN,Private
CA2300512,Transient non-community system,ALBION FIELD STATION,Private
CA5500181,Transient non-community system,LOST DUTCHMAN MINING ASSOC,Private
CA5500092,Community water system,PONDEROSA MOBILE HOME PARK,Private
CA5510502,Transient non-community system,YOSEMITE NPS-GLEN AULIN,Federal government
CA5510500,Transient non-community system,YOSEMITE NPS-TUOLUMNE MEADOWS,Federal government
CA5510504,Transient non-community system,YOSEMITE NPS-WHITE WOLF,Federal government
CA5510503,Community water system,YOSEMITE NPS-HODGDON MEADOW,Federal government
CA2210500,Transient non-community system,YOSEMITE NPS-MAY LAKE CAMP,Federal government
CA2210518,Transient non-community system,YOSEMITE NPS - VERNAL FALLS,Federal government
CA2210516,Transient non-community system,YOSEMITE NPS-ARCH ROCK,Federal government
CA2210515,Community water system,YOSEMITE NPS - EL PORTAL,Federal government
CA2210513,Transient non-community system,YOSEMITE NATIONAL PARK-BADGER PASS,Federal government
CA2210512,Transient non-community system,YOSEMITE NATIONAL PARK - BRIDALVEIL CRK,Federal government
CA2210511,Transient non-community system,YOSEMITE NATIONAL PARK - GLACIER POINT,Federal government
CA2210510,Community water system,YOSEMITE NATIONAL PARK - WAWONA,Federal government
CA2210509,Transient non-community system,YOSEMITE NPS-VOGELSANG,Federal government
CA2210508,Transient non-community system,YOSEMITE NPS-CRANE FLAT,Federal government
CA2210505,Transient non-community system,YOSEMITE NPS-SUNRISE HI,Federal government
CA2210504,Transient non-community system,YOSEMITE NPS-MERCED LAKE CAMP,Federal government
CA2210503,Community water system,YOSEMITE NPS-YOSEMITE VALLEY,Federal government
CA2010500,Transient non-community system,YOSEMITE NPS - MARIPOSA GROVE,Federal government
CA5500272,Transient non-community system,SPICER MEADOW CAMPGROUND,State government
CA1000345,Community water system,PANOCHE WATER DISTRICT,Private
CA4100502,Transient non-community system,UC ELKUS RANCH,State government
CA5710004,Community water system,KNIGHTS LANDING SVC. DIST.,Local government
CA4901175,Transient non-community system,OAK GROVE SCHOOL DISTRICT OFFICE,Private
CA4901156,Non-Transient non-community system,WILLOWSIDE SCHOOL,Local government
CA4900703,Non-Transient non-community system,OAK GROVE SCHOOL,Local government
CA4900578,Community water system,CARMET BY THE SEA WATER COMPANY,Private
CA5500030,Transient non-community system,YOSEMITE LAKES CAMPGROUND,Private
CA5500074,Community water system,SIERRA VILLAGE MUTUAL WATER CO,Private
CA5500049,Transient non-community system,LAKE TULLOCH CAMPGRD & MARINA,Private
CA5403202,Community water system,SALLY TRACH WATER SYSTEM,Private
CA5401053,Transient non-community system,ACID,Private
CA5400898,Transient non-community system,MONTECITO LAKE RESORT,Private
CA1010800,Community water system,CAL FIRE - MIRAMONTE CONSERVATION CAMP,State government
CA5402055,Transient non-community system,SEQUOIA HEIGHTS CAMPGROUND,Private
CA5401010,Transient non-community system,USFS-CAMP WHITSETT,Local government
CA5402056,Transient non-community system,PEOPLES GROCERY,Private
CA5402038,Community water system,PATTERSON TRACT CSD,Private
CA3010003,Community water system,CITY OF BUENA PARK,Local government
CA5400552,Transient non-community system,STONEY CREEK LODGE,Public/Private
CA5400917,Transient non-community system,SHOP N GO,Private
CA1502615,Non-Transient non-community system,"FRITO-LAY, INC. WATER SYSTEM",Private
CA1502820,Non-Transient non-community system,FLYING J TRAVEL PLAZA,Private
CA4300949,Transient non-community system,MT. HAMILTON GRANDVIEW RESTAURANT,Private
CA3301031,Community water system,BANNING HTS. MUTUAL WATER CO.,Private
CA2400028,Transient non-community system,MERCED RIVER RESORT,Private
CA2400013,Non-Transient non-community system,SENSIENT NATURAL INGREDIENTS LLC,Private
CA2400034,Transient non-community system,BUHACH PENTECOST HALL,Private
CA2100564,Transient non-community system,AUDUBON CANYON RANCH - MGP VOLUNTEER,Private
CA2100557,Transient non-community system,AUDUBON CANYON RANCH - MGP PICHER,Private
CA1500096,Community water system,OLD RIVER MUTUAL WATER COMPANY,Private
CA1500561,Community water system,ROUND MOUNTAIN WATER COMPANY,Private
CA3710801,Community water system,MCCAIN VALLEY CC #21,State government
CA2300610,Community water system,CASPAR SOUTH SERVICE COMPANY,Private
CA1000249,Transient non-community system,COVE ISLAND RESORT,Private
CA0110009,Community water system,DUBLIN SAN RAMON SERVICES DISTRICT,Local government
CA3301373,Non-Transient non-community system,OASIS DATE GARDENS,Private
CA3301396,Transient non-community system,LOOKOUT ROADHOUSE,Private
CA3301469,Transient non-community system,DESERT CENTER MINI MART INC,Private
CA3301568,Transient non-community system,MAYFLOWER - RIV. COUNTY PARKS,Local government
CA3700936,Community water system,RANCHO ESTATES MUTUAL WATER CO.,Private
CA2000320,Transient non-community system,DRAGONFLY GOLF COURSE/WATER,Public/Private
CA2000506,Community water system,SIERRA LINDA MUTUAL WATER CO,Private
CA2000514,Transient non-community system,WAGON WHEEL SUPER MARKET,Public/Private
CA2000530,Community water system,CRASS MUTUAL WATER COMPANY,Private
CA2000547,Transient non-community system,CASA GRANDE MOTEL,Public/Private
CA2000564,Transient non-community system,CALIFORNIA LIONS CAMP PACIFICA,Public/Private
CA1400506,Transient non-community system,HIGH SIERRA WATER COMPANY,Private
CA5400929,Transient non-community system,RIVERLAND RESORT,Private
CA5400969,Non-Transient non-community system,PENNISULA PACKAGING CO,Private
CA2000587,Transient non-community system,YOSEMITE SOUTH KOA,Public/Private
CA2000594,Transient non-community system,THE OLD NUGGET,Private
CA2000611,Non-Transient non-community system,COARSEGOLD ELEMENTARY SCHOOL,Local government
CA2000641,Non-Transient non-community system,ALMADEN - MADERA,Public/Private
CA4200700,Non-Transient non-community system,INDIGO SYSTEMS,Private
CA4200703,Community water system,EL CAPITAN MUTUAL WATER CO,Private
CA4200800,Community water system,EAST VALLEY FARMS MUTUAL WATER,Private
CA4200807,Community water system,WOODSTOCK PROPERTY OWNERS ASSN,Private
CA4200822,Community water system,SANTA RITA WATER CO,Private
CA4200827,Community water system,SANTA YNEZ ROBLAR MHP,Private
CA4200833,Non-Transient non-community system,BONITA SCHOOL,Local government
CA4200837,Community water system,RANCHO YNECITA MWC,Private
CA4010014,Community water system,CAMBRIA COMM SERVICES DIST,Local government
CA5500041,Community water system,ALPINE ACRES MUTUAL WATER CO,Private
CA4200842,Community water system,SAINT MARIE MOBILE HOME PARK,Private
CA4200848,Community water system,VISTA HILLS MWC,Private
CA4200851,Community water system,ROLLING HILLS WATER ASSN.,Private
CA4200862,Community water system,MESA HILLS MWC,Private
CA4200865,Transient non-community system,RANCHO MARIA GOLF CLUB INC,Private
CA4200872,Transient non-community system,VENTUCOPA WATER SUPPLY,Private
CA1000080,Transient non-community system,LOWER LINE CREEK IMPRVMNT ASSN,Private
CA5200534,Community water system,PASKENTA COMM. SERVICES DIST.,Private
CA2900088,Transient non-community system,SHINNEYBOO CREEK CABINS,Private
CA2900089,Transient non-community system,RIDGE STOP CAFE-WATER SYSTEM,Private
CA2010002,Community water system,CITY OF MADERA,Local government
CA4910012,Community water system,"SONOMA, CITY OF",Local government
CA5510016,Community water system,"SIERRA PARK WATER COMPANY, INC.",Private
CA4000774,Non-Transient non-community system,PLEASANT VALLEY ELEMENTARY,Local government
CA4000775,Community water system,MUSTANG SPRINGS MUTUAL WATER,Private
CA4000200,Community water system,BASSI RANCH MUTUAL WATER CO.,Private
CA4000201,Non-Transient non-community system,FIRST BAPTIST CHURCH,Private
CA4000202,Community water system,EDNA RANCH MUTUAL WATER CO-EAST,Private
CA4000205,Non-Transient non-community system,TIGER WATER SUPPLY,Local government
CA4000206,Non-Transient non-community system,LAUREATE WATER COMPANY,Private
CA4000207,Non-Transient non-community system,CLEARWATER NURSERY,Private
CA4000209,Non-Transient non-community system,BALL TAGAWA GROWERS,Private
CA4000210,Transient non-community system,CRESTON COUNTRY STORE,Private
CA4000213,Non-Transient non-community system,TOYOTA SAN LUIS OBISPO,Private
CA4000214,Community water system,BARON CANYON MUTUAL WATER CO.,Private
CA4000219,Transient non-community system,"LINKS AT VISTA DEL HOMBRE, THE",Private
CA1502826,Transient non-community system,B&J LAND COMPANY,Private
CA0910010,Community water system,"PLACERVILLE, CITY OF - SIERRA GOLF & CC",Local government
CA0910003,Community water system,"PLACERVILLE, CITY OF - MAIN",Local government
CA1503669,Community water system,NORTH KRANENBURG WS,Private
CA5500090,Transient non-community system,DARDANELLES RESORT,Private
CA4000563,Community water system,HIGUERA APARTMENTS,Private
CA2600729,Transient non-community system,MAMMOTH LAKES BASIN,Federal government
CA2600708,Transient non-community system,CROWLEY LAKE GENERAL STORE,Private
CA2600718,Transient non-community system,TWIN LAKES STORE,Private
CA3301687,Transient non-community system,TUCALOTA SPRINGS R.V. PARK,Private
CA3301732,Transient non-community system,TEQUILA MARKET,Private
CA3301584,Transient non-community system,ROBERTSON HOME FOR BOYS,Private
CA3301989,Transient non-community system,ALAMO DISCOUNT STORE,Private
CA3610851,Community water system,CALIFORNIA INSTITUTION FOR WOMEN,State government
CA1000381,Non-Transient non-community system,SUN MAID GROWERS OF CALIFORNIA,Private
CA4901383,Transient non-community system,LASSETER FAMILY WINERY,Private
CA4200881,Community water system,OAK TRAIL ESTATES MWC,Private
CA4200514,Community water system,CUYAMA MUTUAL WATER CO.,Private
CA4200539,Transient non-community system,RANCHO OSO,Private
CA4200562,Transient non-community system,CIRCLE BAR B GUEST RANCH,Private
CA3302026,Transient non-community system,LA PLATA WATER SYSTEM,Private
CA3302091,Transient non-community system,ZEN MOUNTAIN CENTER,Private
CA3303002,Transient non-community system,OASIS PALMS RV PARK,Private
CA3303010,Transient non-community system,THOUSAND TRAILS IDYLLWILD - MHC,Private
CA4200579,Community water system,ROSARIO PARK WATER SYSTEM,Private
CA4200639,Transient non-community system,RANCHO LA SCHERPA,Private
CA4200661,Non-Transient non-community system,BEVERLY FABRICS,Private
CA4200691,Non-Transient non-community system,PACIFIC OFFSHORE PIPELINE COMP,Private
CA2900090,Transient non-community system,HARMONY RIDGE LODGE,Private
CA3301025,Transient non-community system,AZALEA TRAILS GIRL SCOUTS CAMP,Private
CA3301027,Transient non-community system,BAGDASARIAN 1 & 2,Private
CA3301063,Transient non-community system,BUCKHORN CAMP,Private
CA3301171,Transient non-community system,COWBOY COUNTRY CAMPGROUND,Private
CA3301222,Transient non-community system,DOWLING FRUIT ORCHARD,Private
CA3301350,Transient non-community system,JUNCTION MOTEL,Private
CA4000777,Non-Transient non-community system,"STRASBAUGH, INC",Private
CA4000778,Non-Transient non-community system,PARSONS WATER SUPPLY,Private
CA4000780,Non-Transient non-community system,MADONNA INN WATER COMPANY,Private
CA4000781,Non-Transient non-community system,PASO 360,Private
CA4000783,Transient non-community system,SANTA MARIA SPEEDWAY,Private
CA4000784,Non-Transient non-community system,ARROYO GRANDE MUSHROOM FARM,Private
CA4000208,Non-Transient non-community system,"SPEEDLING, INC",Private
CA4000230,Community water system,CANYON CREST MUTUAL BENEFIT WC,Private
CA4000788,Transient non-community system,HUNTER RANCH GOLF COURSE,Private
CA4000789,Community water system,SPANISH LAKES MUTUAL WATER CO,Private
CA4000790,Transient non-community system,PASO ROBLES RV RANCH,Private
CA3301355,Transient non-community system,ANZA RV RESORT,Private
CA3301482,Community water system,ORTEGA OAKS RV PARK&CAMPGROUND,Private
CA3301526,Transient non-community system,RAGSDALE WATER,Private
CA2701575,Transient non-community system,BUENA VISTA CENTER WS,Public/Private
CA4000225,Non-Transient non-community system,"PHILLIPS 66 COMPANY, SANTA MARIA FACILIT",Private
CA4000226,Non-Transient non-community system,PACIFIC DUNES RANCH,Private
CA4000800,Non-Transient non-community system,PORT SAN LUIS HARBOR DISTRICT,Local government
CA4000802,Community water system,SANTA YSABEL RANCH MWC,Private
