Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Vetted_address,GEOID,NAME,Race.estimate.total.x,B02001_001M,Race.white.alone.x,B02001_002M,Race.black.alone.x,B02001_003M,Race.native.alone.x,B02001_004M,Race.asian.alone.x,B02001_005M,Race.PI.alone.x,B02001_006M,Race.someother.alone.x,B02001_007M,Race.twoplus.x,B02001_008M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,AC_PHONE_N,AC_EMAIL,SHAPE_Leng_receiving,SHAPE_Area_receiving,Households.total,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.native.alone.y,Race.PI.alone.y,Race.someother.alone.y,Race.twoplus.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,CA4010040,RURAL WATER COMPANY,C,IOU,959,2559,NA,NA,Oct-15,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,CA4010040,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Competed end of 2015, now IOU was IOU so no change","Rural WC CA4000550 is inactive, physical location listed as Grover City 93483, close but not right in GSW boundaries for Cypress. No records of change in ECM, would need to email district.",No,No,GW,GW,GW,GW,2559,"2330 A Street, Suite A SANTA MARIA CA 93455",060830020112,"Block Group 2, Census Tract 20.11, Santa Barbara County, California",604,233,528,215,0,13,0,13,0,13,0,13,0,13,76,62,NA,NA,306,140,282,140,24,24,916-853-3615,Dawn.White@gswater.com,14694.8634032,11776850.0757,836.2591642197979,84240600.84023261,74.63834149479709,0.045056965068248675,2040.5320196345854,0,0,5.757834553599205,346.7949107826126,1613.2958758385082,836.2591642197979,746.4019503578558,89.85721386194211
NA,SAN BERNARDINO,CA3600010,APPLE VALLEY RANCHOS WC,C,IOU,49,170,NA,NA,Jan-16,LIBERTY UTILITIES APPLE VALLEY,CA3600010,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Early 2016 acquisition, was a private water co bought and now a IOU","No records of change in ECM, would need to email LPA",No,Yes,NA,GW,GW,GW,170,21760 OTTAWA RD APPLE VALLEY CA 92307,060710097121,"Block Group 1, Census Tract 97.12, San Bernardino County, California",602,196,449,152,57,85,25,22,5,9,0,13,16,21,50,51,28333,11371,276,80,106,54,170,76,760-240-8327,tony.penna@libertyutilities.com,1870.62356605,127752.563841,1.489869591697492,40971.41377168103,0.3837542887705661,0.2708853803086349,4.958707378427511,0,0,0.13544269015431745,2.708853803086349,1.4597712161076437,1.489869591697492,0.6170166995918906,0.8728528921056014
NA,STANISLAUS,CA5010026,"CITY OF MODESTO, DE HICKMAN",C,City,192,565,NA,NA,Jul-15,WATERFORD - HICKMAN,CA5010026,City,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Change chappened in 2015, city of waterford is new owner and city of modesto was old operator. Does this make sense as a consolidation?","No records of change in ECM, would need to email district",No,Yes,NA,GW,GW,GW,597,13306 4th St Hickman CA 95323,060990029011,"Block Group 1, Census Tract 29.01, Stanislaus County, California",1256,300,1006,249,1,3,5,7,12,15,0,13,49,45,183,147,74938,7242,411,76,254,60,157,55,209-874-2328,mpitcock@cityofwaterford.org,5046.43665077,1004926.13117,4.166070267881815,236558.83194589423,0.20587841083390168,0.012537153347302698,11.034896097579297,0.007253196070244189,0,0.8360507966829094,0.38741863163672974,9.58575790900821,4.166070267881815,2.3751214184873537,1.7909488493944619
DISTRICT 03 - MENDOCINO,LAKE,CA1700530,Cobb mountain water company,NP,IOU,64,76,Jul-21,NA,Jul-21,Cobb area water,CA1710012,County Water District,NA,NA,NA,NA,NA,NA,NA,NA,Regionalization,Physical,Voluntary,NA,NA,NA,OTHER,Added to cobb area water regionalization project according to success story,"Yes, consolidation completed, will be added to map next q",No,No,GW,NA,GW,GW,3308,15761 BOTTLE ROCK ROAD COBB CA 95426,060330011021,"Block Group 1, Census Tract 11.02, Lake County, California",784,435,782,435,1,2,0,13,0,13,0,13,0,13,1,2,52176,27494,385,173,269,154,116,75,707-928-5262,ben@cobbareawater.com,23000.6842326,7759738.08374,86.70315009300955,10105266.865838867,0,0.056578457453133446,214.28263217820228,1.9938002826739908e-5,0,18.88248643071024,0.05670306997080057,195.28684428206523,86.70315009300955,72.85488805247472,13.848262040534822
DISTRICT 02 - LASSEN,PLACER,CA3110033,Castle city mobile home park,C,MHP,201,280,Sep-21,NA,Sep-21,Placer County Water Agency,CA3110025,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,I think is just too recent to be on list and will be added. Press release here: https://www.waterboards.ca.gov/press_room/press_releases/2021/pcwa-swb-joint-release-9.23.21-FINAL-pcwa.pdf,"Yes, will be added to map next q",No,No,SWP,SWP,SWP,SW,83546,1588 LISA DRIVE NEWCASTLE CA 95658,060610205022,"Block Group 2, Census Tract 205.02, Placer County, California",536,127,474,130,0,13,0,13,16,19,0,13,0,13,46,70,NA,NA,307,58,299,59,8,13,530-823-2066,jshepard@pcwa.net,87809.3689868,272087669.418,33975.96879353895,NA,9274.423577884972,1740.338213115692,97852.33618712256,325.08442774781,132.8552512557144,2979.894276820341,7548.742381976562,75850.99805832146,33975.96879353895,24275.54942623572,9700.419367303231
DISTRICT 19 - TEHACHAPI,KERN,CA1502247,MADERA CO SA NO 19-ROLLING HILLS,C,CSA,63,82,NA,NA,Mar-19,BAKMAN WATER-ROLLING HILLS,CA2010009,IOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional cases,NA,"confirm ""managerial consolidation"" definition",No,No,GW,GW,GW,GW,1106,1262 ROSAMOND BLVD ROSAMOND CA 93560,060290058042,"Block Group 2, Census Tract 58.04, Kern County, California",1771,790,876,409,546,612,0,13,71,94,0,13,278,405,0,13,NA,NA,578,216,98,64,480,214,559-255-0324,TIM@BAKMANWATER.COM,6791.75715417,1932401.36224,15.133872021208864,1631628.1442225913,1.2247064063406017,1.1897147947308704,43.459581619286496,0.33242031029244906,0.03499161160973148,1.8720512211206342,2.9217995694125785,35.88389770577963,15.133872021208864,14.66148526447749,0.472386756731375
NA,SOLANO,CA4810701,TRAVIS AIR FORCE BASE - DISTRIBUTION,C,Federal,2104,7190,Jul-19,NA,Jul-19,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,CA4810701,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.calwater.com/latest-news/2019-0701-regulated-water-service-to-travis-air-force-base-begins/,Yes,No,Yes,NA,SWP,SWP,SWP,7190,690 Airmen Dr Travis AFB CA 94535,060952528021,"Block Group 1, Census Tract 2528.02, Solano County, California",805,283,440,192,108,75,0,13,16,26,144,168,28,29,69,57,62031,25367,158,75,0,13,158,75,408-367-8314,sjames@calwater.com,34989.8873594,37674405.1635,1083.4049849410223,NA,476.9356796648824,454.7348868054086,3998.3053928687696,0.009517093893154548,281.167012811629,66.68102325919102,343.2182100170077,2375.5590632167577,1083.4049849410223,225.84945230612826,857.5555326348942
NA,PLACER,CA3110043,MADDEN CREEK WATER COMPANY,C,MWC,166,300,Jan-18,NA,Jan-18,TAHOE CITY PUD - MADDEN CREEK,CA3110043,PUD,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://www.tcpud.org/maddencreek,"Maybe this should be physical not mangerial, but there is no inactive Madden Creek WC, so it seems like that's what happened (not in ECM docs)",No,Yes,NA,GW,GW,GW,300,221 Fairway Dr Tahoe City CA 96145,060610222002,"Block Group 2, Census Tract 222, Placer County, California",738,350,716,344,0,13,0,13,3,7,0,13,0,13,19,28,111216,28794,232,104,176,84,56,50,530-580-6326,sbarclay@tcpud.org,6199.35778436,820319.997351,3.374056972174694,337421.6166511233,0.33285880833466924,0,7.982186029365159,0,0,0,0,7.6493272210304895,3.374056972174694,2.9958083263398425,0.3782486458348514
NA,PLACER,CA3110013,TAHOE CEDARS WATER COMPANY,C,IOU,1161,2775,NA,NA,Jan-18,TAHOE CITY PUD - TAHOE CEDARS,CA3110013,PUD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional cases,https://www.tcpud.org/sites/default/files/documents/Water/Tahoe%20Cedars%20CCR%202017%20(FINAL).pdf,"No records of change in ECM, would need to email district",No,Yes,NA,GW,GW,GW,793,"6998 WESTLAKE BLVD., TAHOMA CA 96142",060610223002,"Block Group 2, Census Tract 223, Placer County, California",333,118,311,121,0,13,0,13,22,32,0,13,0,13,0,13,64722,17191,136,41,111,42,25,22,530-580-6326,sbarclay@tcpud.org,10580.3515193,5769161.69249,91.02334373334263,6559441.615629529,3.9691448854858726,0,235.10031604755835,17.6998753417353,0,0.0015248865877075996,11.910789635520672,201.5189812982288,91.02334373334263,50.697493071174115,40.325850662168506
NA,LOS ANGELES,CA1910048,CASTAIC LAKE WATER AGENCY,C,Special act district,26,0,Jan-18,NA,Jan-18,SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS,CA1910048,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Additional cases,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201720180SB634,"confirm ""managerial consolidation"" definition",No,Yes,NA,SW,SW,SW,0,27234 BOUQUET CANYON ROAD SANTA CLARITA CA 91350,060379200133,"Block Group 3, Census Tract 9200.13, Los Angeles County, California",2899,922,1387,438,502,782,0,13,422,191,249,306,339,383,0,13,94028,50743,690,180,515,130,175,163,661-388-4934,KABERCROMBIE@SCVWA.ORG,232996.099474,746098838.417,79018.69335507348,NA,28446.718958821588,11564.856258876836,251661.02335095502,2296.8736318289302,741.8655749873267,20884.886381062006,23797.057759186016,163928.7647861923,79018.69335507348,55440.751169743366,23577.94218533012
NA,TEHAMA,CA5200657,RIVERVIEW AVENUE ESTATES,C,IOU,17,45,May-15,NA,May-15,NORCAL WATER WORKS,CA5200657,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M154/K555/154555982.PDF.  Process for recievorship then started Summer 2020 with new owner.,"No records of change in ECM, would need to email lpa.",No,Yes,NA,GW,GW,GW,45,9475 Riverview Ave Los Molinos CA 96055,061030001002,"Block Group 2, Census Tract 1, Tehama County, California",2179,364,2074,343,0,13,35,40,13,16,0,13,20,35,37,62,63819,12988,836,128,677,128,159,66,415-967-3429,seed4food@gmail.com,982.766289428,35229.1450278,0.010888638477644357,694.9020190047852,1.693209332648046e-4,0,0.028380793352616094,4.5586405109755083e-4,0,2.6049374348431474e-4,4.819134254459823e-4,0.02701320119932344,0.010888638477644357,0.008817713216944054,0.0020709252607003024
NA,SHASTA,CA4500022,"HAT CREEK WATER COMPANY, LLC",C,IOU,62,198,Aug-19,NA,Aug-19,DEL ORO WATER CO. - HAT CREEK DISTRICT,CA4500022,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,NA,"confirm ""managerial consolidation"" definition",No,Yes,NA,SW,SW,SW,205,43000 Mountain House Rd Old Station 96071,060890127023,"Block Group 3, Census Tract 127.02, Shasta County, California",714,330,710,330,1,2,0,13,3,5,0,13,0,13,0,13,58665,31102,301,122,227,97,74,64,530-809-3958,corp.ceo@corporatecenter.us,5252.94295221,1601500.98157,0.37065732429009784,21491.69968590798,0.002975900529241881,0.0039847130516410065,0.8910712401991308,0.0032421417259404107,0,8.728843108301106e-4,0.008604145349611089,0.8713914552318662,0.37065732429009784,0.2716887373706782,0.09896858691941963
LPA50 - MADERA COUNTY,MADERA,CA2000203,OUTBACK INC,NTNC,Private (other),4,41,11/9/2021,NA,Nov-21,MINARETS HIGH SCHOOL,CA2000947,School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,GW,NA,GW,GW,450,26065 OUTBACK INDUSTRIAL WAY ONEALS CA 93645,060390001101,"Block Group 1, Census Tract 1.10, Madera County, California",942,625,814,613,0,13,0,13,0,13,0,13,30,38,98,138,72431,6198,244,108,243,108,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
